0	1
110	0
210	0
310	0
410	0
511	0
611	0
711	0
811	0
911	0
1011	0
1089	0
1089	0
1089	0
1089	0
1102	0
1102	0
1102	0
1102	0
1102	0
1102	0
1102	0
1203	0
1261	0
1361	0
1402	0
1502	0
1547	0
1648	0
1713	0
1813	0
1868	0
1968	0
2011	0
2111	0
2152	0
2252	0
2293	0
2393	0
2434	0
2534	0
2577	0
2677	0
2717	0
2817	0
2865	0
2965	0
3006	0
3106	0
3147	0
3247	0
3306	0
3406	0
3446	0
3546	0
3594	0
3694	0
3734	0
3834	0
3879	0
3979	0
4023	0
4124	0
4164	0
4264	0
4305	0
4405	0
4448	0
4549	0
4606	0
4706	0
4757	0
4857	0
4899	0
4999	0
5040	0
5140	0
5189	0
5289	0
5331	0
5431	0
5474	0
5575	0
5622	0
5722	0
5768	0
5868	0
5914	0
6014	0
6057	0
6157	0
6198	0
6298	0
6353	0
6453	0
6495	0
6595	0
6654	0
6754	0
6794	0
6894	0
6952	0
7052	0
7104	0
7205	0
7246	0
7346	0
7386	0
7486	0
7537	0
7637	0
7686	0
7787	0
7835	0
7935	0
7987	0
8088	0
8131	0
8231	0
8283	0
8383	0
8424	0
8524	0
8571	0
8671	0
8712	0
8812	0
8858	0
8958	0
8998	0
9098	0
9138	0
9238	0
9279	0
9379	0
9427	0
9527	0
9570	0
9671	0
9712	0
9812	0
9854	0
9955	0
9998	0
10098	0
10140	0
10240	0
10288	0
10388	0
10453	0
10553	0
10599	0
10699	0
10740	0
10840	0
10888	0
10988	0
11043	0
11143	0
11187	0
11287	0
11387	0
11487	0
11570	0
11671	0
11719	0
11819	0
11883	0
11984	0
12024	0
12124	0
12169	0
12269	0
12320	0
12420	0
12521	0
12528	0
12628	0
12674	0
12674	0
12774	0
12821	0
12922	0
12967	0
13067	0
13111	0
13211	0
13260	0
13360	0
13404	0
13504	0
13545	0
13645	0
13690	0
13790	0
13839	0
13939	0
13986	0
14087	0
14136	0
14236	0
14287	0
14387	0
14430	0
14530	0
14630	0
14642	0
14714	0
14814	0
14857	0
14957	0
15006	0
15106	0
15156	0
15256	0
15356	0
15442	0
15466	0
15566	0
15609	0
15709	0
15762	0
15862	0
15915	0
16015	0
16062	0
16162	0
16210	0
16310	0
16352	0
16452	0
16509	0
16609	0
16709	0
16809	0
16812	0
16912	0
17012	0
17068	0
17068	0
17168	0
17208	0
17308	0
17352	0
17453	0
17507	0
17607	0
17650	0
17750	0
17791	0
17891	0
17961	0
18061	0
18102	0
18202	0
18302	0
18351	0
18361	0
18461	0
18510	0
18610	0
18652	0
18752	0
18800	0
18900	0
18941	0
19042	0
19115	0
19215	0
19256	0
19356	0
19397	0
19497	0
19539	0
19639	0
19688	0
19788	0
19835	0
19935	0
19982	0
20083	0
20123	0
20223	0
20272	0
20372	0
20421	0
20521	0
20562	0
20663	0
20705	0
20805	0
20850	0
20951	0
20992	0
21092	0
21140	0
21240	0
21282	0
21382	0
21422	0
21522	0
21572	0
21672	0
21722	0
21823	0
21863	0
21963	0
22003	0
22103	0
22146	0
22247	0
22292	0
22392	0
22442	0
22542	0
22586	0
22686	0
22727	0
22827	0
22867	0
22967	0
23007	0
23108	0
23159	0
23259	0
23304	0
23405	0
23449	0
23549	0
23599	0
23699	0
23744	0
23844	0
23884	0
23984	0
24031	0
24131	0
24172	0
24272	0
24318	0
24418	0
24460	0
24560	0
24600	0
24700	0
24751	0
24851	0
24892	0
24992	0
25033	0
25134	0
25175	0
25275	0
25316	0
25417	0
25465	0
25565	0
25607	0
25707	0
25747	0
25848	0
25896	0
25996	0
26038	0
26138	0
26199	0
26299	0
26350	0
26450	0
26494	0
26594	0
26635	0
26735	0
26777	0
26877	0
26920	0
27020	0
27062	0
27162	0
27203	0
27303	0
27351	0
27451	0
27495	0
27596	0
27637	0
27737	0
27780	0
27880	0
27922	0
28022	0
28064	0
28164	0
28206	0
28306	0
28347	0
28447	0
28496	0
28596	0
28636	0
28737	0
28800	0
28900	0
28940	0
29041	0
29087	0
29187	0
29235	0
29335	0
29377	0
29477	0
29548	0
29648	0
29692	0
29792	0
29837	0
29937	0
29979	0
30080	0
30130	0
30230	0
30271	0
30371	0
30420	0
30520	0
30562	0
30663	0
30704	0
30804	0
30850	0
30950	0
30994	0
31094	0
31139	0
31240	0
31286	0
31387	0
31437	0
31538	0
31580	0
31680	0
31728	0
31828	0
31875	0
31975	0
32016	0
32116	0
32157	0
32258	0
32301	0
32401	0
32441	0
32541	0
32596	0
32696	0
32736	0
32837	0
32877	0
32977	0
33029	0
33129	0
33170	0
33270	0
33314	0
33414	0
33463	0
33563	0
33604	0
33704	0
33746	0
33847	0
33895	0
33995	0
34048	0
34148	0
34194	0
34294	0
34335	0
34435	0
34481	0
34581	0
34625	0
34725	0
34769	0
34870	0
34910	0
35010	0
35056	0
35156	0
35204	0
35304	0
35347	0
35447	0
35501	0
35601	0
35643	0
35743	0
35827	0
35927	0
35975	0
36075	0
36115	0
36215	0
36264	0
36365	0
36432	0
36532	0
36579	0
36679	0
36733	0
36833	0
36893	0
36993	0
37067	0
37167	0
37242	0
37342	0
37386	0
37486	0
37573	0
37673	0
37717	0
37817	0
37869	0
37969	0
38069	0
38073	0
38109	0
38209	0
38256	0
38356	0
38441	0
38541	0
38588	0
38688	0
38771	0
38871	0
38913	0
